,Response_No,Tab_No,Survey_Date,AC_Name,Mandal_Name,Village_Name
20346,28358,204,2015-06-23,Nandigama,Kanchikacherla,Moguluru
20347,28359,255,2015-06-06,Jaggaiahpeta,Jaggaiahpeta,D P Tanda
20348,28359,288,2015-06-17,Mylavaram,Reddygudem,Reddygudem
20349,28360,239,2015-05-26,Jaggaiahpeta,Jaggaiahpeta,Annavaram
20350,28360,168,2015-04-07,,,
20351,28361,102,2015-03-06,,,
20352,28367,275,2015-06-25,Mylavaram,Mylavaram,pullur
20353,28368,171,2015-01-06,,,
20354,28368,146,2015-06-22,Nandigama,Veerullapadu,Dodda Devara Padu
20355,28370,175,2015-06-15,Mylavaram,G. Konduru,Kavuluru
20356,28371,457,2015-05-28,Tiruvuru,Gampalagudem,PEDAKOMERA
20357,28372,446,2015-01-06,,,
20358,28375,318,2015-10-07,,,
20359,28379,360,2015-04-07,,,
20360,28381,193,2015-05-22,Mylavaram,G. Konduru,Venkatapuram
20361,28381,358,2015-07-16,Mylavaram,Ibrahimpatnam,Kondapalli
20362,28382,497,2015-06-19,Jaggaiahpeta,Penuganchiprolu,Gummadiduru
20363,28384,174,2015-05-06,,,
20364,28384,462,2015-06-17,Tiruvuru,Gampalagudem,GULLAPUDI
20365,28385,34,2015-03-07,,,
20366,28387,319,2015-05-06,,,
20367,28391,256,2015-05-31,Jaggaiahpeta,Jaggaiahpeta,Balusupadu
20368,28391,229,2015-06-19,Nandigama,Chanderlapadu,Chinthalapadu
20369,28394,489,2015-06-23,Jaggaiahpeta,Penuganchiprolu,Anigallapadu
20370,28395,463,2015-05-28,Tiruvuru,Gampalagudem,ANUMULLANKA
20371,28397,434,2015-05-30,Tiruvuru,Vissannapeta,Kondaparava
20372,28398,305,2015-11-07,,,
20373,28399,458,2015-06-06,Tiruvuru,Gampalagudem,ARLAPADU
20374,28399,7,2015-07-07,Tiruvuru,Vissannapeta,Vissannapeta
20375,28400,400,2015-06-17,Tiruvuru,A.Konduru,Cheemalapadu
20376,28402,440,2015-06-26,Nandigama,Veerullapadu,Konathalapalli
20377,28405,283,2015-05-24,Mylavaram,Reddygudem,Narukullapadu
20378,28405,373,2015-05-27,,,
20379,28405,310,2015-06-28,Jaggaiahpeta,Nadigama,Gollamudi
20380,28406,462,2015-06-16,Tiruvuru,Gampalagudem,GULLAPUDI
20381,28406,444,2015-06-13,Tiruvuru,Gampalagudem,NEMALI
20382,28408,400,2015-06-26,Tiruvuru,A.Konduru,Cheemalapadu
20383,28410,100,2015-06-13,Mylavaram,Vijayawada (R),Kottur tadepalli
20384,28413,101,2015-06-22,Mylavaram,Vijayawada (R),Kottur tadepalli
20385,28416,112,2015-05-26,Jaggaiahpeta,Vatsavai,Dechupalem
20386,28416,152,2015-06-07,,,
20387,28419,165,2015-05-25,Nandigama,Chanderlapadu,Punnavalli
20388,28419,452,2015-08-06,,,
20389,28419,218,2015-05-31,Nandigama,Kanchikacherla,Bathinapadu
20390,28423,65,2015-06-23,Mylavaram,Ibrahimpatnam,Mulapadu
20391,28425,299,2015-07-06,Jaggaiahpeta,Nadigama,Maagallu
20392,28429,21,2015-06-26,Nandigama,Veerullapadu,G.Madhavaram
20393,28430,96,2015-05-25,Mylavaram,Vijayawada (R),paidurpadu
20394,28434,137,2015-11-06,,,
20395,28435,20,2015-05-06,,,
20396,28439,285,2015-05-25,Mylavaram,Reddygudem,Rudra varam
20397,28439,379,2015-08-06,,,
20398,28441,56,2015-01-06,,,
20399,28442,475,2015-01-06,,,
20400,28443,417,2015-06-22,Tiruvuru,Tiruvuru,Kokilampadu
20401,28444,102,2015-05-23,Mylavaram,Vijayawada (R),Rayanipadu
20402,28445,379,2015-04-07,,,
20403,28446,499,2015-05-25,Jaggaiahpeta,Penuganchiprolu,Totacharla
20404,28449,465,2015-08-06,,,
20405,28450,35,2015-05-24,Tiruvuru,Vissannapeta,Maremanda
20406,28450,95,2015-05-26,Jaggaiahpeta,Vatsavai,Gangavelli
20407,28450,244,2015-05-29,Jaggaiahpeta,Jaggaiahpeta,Jayanthipuram
20408,28453,84,2015-05-25,Mylavaram,Ibrahimpatnam,Kethanakonda
20409,28458,126,2015-06-19,Jaggaiahpeta,Vatsavai,Kambhampadu
20410,28459,471,2015-06-29,Jaggaiahpeta,Penuganchiprolu,Nawabpeta
20411,28466,305,2015-03-07,,,
20412,28467,191,2015-07-06,Mylavaram,G. Konduru,H.Muthalampadu
20413,28467,222,2015-06-25,Nandigama,Kanchikacherla,Moguluru
20414,28469,183,2015-03-07,,,
20415,28470,225,2015-01-06,,,
20416,28471,454,2015-05-27,Tiruvuru,Gampalagudem,ANUMULLANKA
20417,28471,459,2015-08-06,,,
20418,28475,451,2015-05-27,Tiruvuru,Gampalagudem,KANUMURU
20419,28476,147,2015-09-06,,,
20420,28477,354,2015-10-06,,,
20421,28477,156,2015-06-28,Jaggaiahpeta,Jaggaiahpeta,S M Peta
20422,28478,188,2015-06-16,Mylavaram,G. Konduru,Chevuturu
20423,28480,306,2015-04-06,,,
20424,28480,479,2015-11-06,,,
20425,28480,369,2015-07-06,Tiruvuru,Vissannapeta,Vissannapeta
20426,28481,51,2015-06-06,,,
20427,28484,490,2015-05-31,Jaggaiahpeta,Penuganchiprolu,Muchintala
20428,28487,78,2015-11-07,,,
20429,28488,282,2015-02-06,,,
20430,28488,26,2015-04-06,,,
20431,28489,324,2015-05-23,Tiruvuru,Tiruvuru,Vamakuntla
20432,28490,71,2015-05-26,Mylavaram,Ibrahimpatnam,Elaprolu
20433,28490,175,2015-06-06,Mylavaram,G. Konduru,Kattubadipalem
20434,28491,381,2015-05-24,Tiruvuru,A.Konduru,Repudi thanda
20435,28492,345,2015-07-07,,,
20436,28493,61,2015-05-06,,,
20437,28493,475,2015-03-07,,,
20438,28494,266,2015-02-06,,,
20439,28494,204,2015-07-18,Nandigama,Kanchikacherla,Kanchikacherla
20440,28496,422,2015-06-27,Tiruvuru,Vissannapeta,Tatakuntla
20441,28496,118,2015-06-30,Jaggaiahpeta,Vatsavai,Dabbagupalli
20442,28498,476,2015-11-06,,,
20443,28498,380,2015-06-07,Mylavaram,Mylavaram,Chandragudem
20444,28499,60,2015-07-06,,,
20445,28500,425,2015-07-13,Tiruvuru,Vissannapeta,Vissannapeta
20446,28501,414,2015-05-25,Tiruvuru,Tiruvuru,Vamakuntla
20447,28502,260,2015-05-27,Jaggaiahpeta,Jaggaiahpeta,Malkapuram
20448,28502,435,2015-05-28,Tiruvuru,Vissannapeta,Vemireddipalli
20449,28503,184,2015-11-07,,,
20450,28504,211,2015-06-22,Nandigama,Kanchikacherla,Keesara
20451,28505,104,2015-06-25,Mylavaram,Vijayawada (R),Kottur tadepalli
20452,28506,226,2015-12-06,,,
20453,28506,497,2015-06-28,Jaggaiahpeta,Penuganchiprolu,Nawabpeta
20454,28507,306,2015-10-06,,,
20455,28508,351,2015-10-06,,,
20456,28512,48,2015-06-15,Tiruvuru,Gampalagudem,KONIJARAL
20457,28512,130,2015-06-26,Jaggaiahpeta,Vatsavai,Polampalli
20458,28514,459,2015-02-06,,,
20459,28514,179,2015-07-06,Mylavaram,G. Konduru,H.Muthalampadu
20460,28514,360,2015-02-07,,,
20461,28515,252,2015-06-27,Jaggaiahpeta,Vatsavai,Magollu
20462,28515,34,2015-09-07,,,
20463,28518,373,2015-12-06,,,
20464,28519,339,2015-06-28,Tiruvuru,Tiruvuru,G.Kothuru
20465,28521,146,2015-06-22,Nandigama,Veerullapadu,Dodda Devara Padu
20466,28524,254,2015-11-07,,,
20467,28525,241,2015-05-31,Jaggaiahpeta,Jaggaiahpeta,Malkapuram
20468,28525,377,2015-08-06,,,
20469,28526,387,2015-02-06,,,
20470,28526,300,2015-10-06,,,
20471,28526,353,2015-06-29,Mylavaram,Mylavaram,pullur
20472,28527,156,2015-07-06,,,
20473,28527,458,2015-02-07,,,
20474,28528,479,2015-09-06,,,
20475,28528,427,2015-12-06,,,
20476,28530,259,2015-05-25,Nandigama,Chanderlapadu,Punnavalli
20477,28531,86,2015-01-06,,,
20478,28531,484,2015-06-06,Jaggaiahpeta,Penuganchiprolu,Sanagapadu
20479,28532,113,2015-06-19,Jaggaiahpeta,Vatsavai,Kambhampadu
20480,28532,113,2015-05-30,Jaggaiahpeta,Vatsavai,Kakaravai
20481,28533,381,2015-01-06,,,
20482,28533,460,2015-06-19,Tiruvuru,Gampalagudem,VINAGADAPA
20483,28533,306,2015-06-07,Jaggaiahpeta,Nadigama,Ramireddy palli
20484,28534,281,2015-06-16,Mylavaram,Reddygudem,Reddygudem
20485,28535,94,2015-06-06,Mylavaram,Vijayawada (R),Jakkampudi
20486,28539,257,2015-05-24,Jaggaiahpeta,Jaggaiahpeta,Malkapuram
20487,28539,394,2015-06-27,Tiruvuru,A.Konduru,Ramachandrapuram
20488,28540,388,2015-02-06,,,
20489,28541,251,2015-10-07,,,
20490,28541,178,2015-08-07,,,
20491,28543,24,2015-11-06,,,
20492,28544,300,2015-04-07,,,
20493,28546,303,2015-07-18,Nandigama,Chanderlapadu,Chanderlapadu
20494,28548,215,2015-05-23,Nandigama,Kanchikacherla,Munnaluru
20495,28548,286,2015-10-06,,,
20496,28551,152,2015-07-22,Nandigama,Chanderlapadu,Chanderlapadu
20497,28554,195,2015-07-17,Mylavaram,Ibrahimpatnam,Kondapalli
20498,28555,379,2015-06-13,Mylavaram,Mylavaram,Chandragudem
20499,28559,229,2015-11-07,,,
20500,28560,270,2015-06-17,Mylavaram,Reddygudem,Reddygudem
20501,28563,306,2015-07-06,Jaggaiahpeta,Nadigama,Maagallu
20502,28565,15,2015-05-25,,,
20503,28566,80,2015-05-31,Mylavaram,Ibrahimpatnam,Damuluru
20504,28566,477,2015-05-30,Jaggaiahpeta,Penuganchiprolu,Lingaguduam
20505,28566,99,2015-01-06,,,
20506,28566,198,2015-06-24,Mylavaram,G. Konduru,Gaddamanugu
20507,28567,329,2015-06-13,Tiruvuru,Tiruvuru,Kakarla
20508,28567,206,2015-04-07,,,
20509,28569,378,2015-05-27,Mylavaram,Mylavaram,Pondugala
20510,28569,300,2015-05-28,Nandigama,Nandigama,Kethaveerunipadu
20511,28569,168,2015-03-07,,,
20512,28573,186,2015-06-17,Mylavaram,G. Konduru,Koduru
20513,28574,213,2015-06-16,,,
20514,28574,481,2015-06-29,Jaggaiahpeta,Penuganchiprolu,Nawabpeta
20515,28576,360,2015-07-18,,,
20516,28577,369,2015-05-30,Mylavaram,Reddygudem,Moddulaparva
20517,28577,149,2015-06-17,Nandigama,Chanderlapadu,Thota Ravula Padu
20518,28578,469,2015-05-31,Tiruvuru,Gampalagudem,MEDURU
20519,28578,443,2015-07-06,Tiruvuru,Gampalagudem,VUTUKURU
20520,28579,399,2015-06-28,Tiruvuru,A.Konduru,Khampampadu
20521,28580,317,2015-06-17,Jaggaiahpeta,Nadigama,Rudravaram
20522,28582,409,2015-06-23,Tiruvuru,A.Konduru,Ramachandrapuram
20523,28582,252,2015-06-30,Jaggaiahpeta,Vatsavai,Magollu
20524,28582,240,2015-10-07,,,
20525,28586,485,2015-11-06,,,
20526,28586,270,2015-06-13,Mylavaram,Reddygudem,Reddygudem
20527,28587,290,2015-01-06,,,
20528,28591,245,2015-06-06,Jaggaiahpeta,Jaggaiahpeta,Anumanchipalli
20529,28593,174,2015-06-15,Mylavaram,G. Konduru,Kavuluru
20530,28594,208,2015-07-14,Nandigama,Kanchikacherla,Kanchikacherla
20531,28596,455,2015-05-31,Tiruvuru,Gampalagudem,KOTHAPALLI
20532,28597,342,2015-05-30,Tiruvuru,Tiruvuru,Erramadu
20533,28598,497,2015-06-17,Jaggaiahpeta,Penuganchiprolu,Gummadiduru
20534,28602,316,2015-06-29,Jaggaiahpeta,Nadigama,Gollamudi
20535,28603,489,2015-06-16,Jaggaiahpeta,Penuganchiprolu,Anigallapadu
20536,28603,367,2015-06-19,Mylavaram,Mylavaram,pullur
20537,28604,280,2015-05-26,Mylavaram,Reddygudem,Kunaparajparva
20538,28605,249,2015-06-06,Jaggaiahpeta,Jaggaiahpeta,Balusupadu
20539,28605,1,2015-07-13,Nandigama,Chanderlapadu,Thurlapadu
20540,28607,366,2015-05-30,Mylavaram,Reddygudem,Moddulaparva
20541,28610,56,2015-03-06,,,
20542,28610,288,2015-06-15,Mylavaram,Reddygudem,Reddygudem
20543,28611,455,2015-04-07,,,
20544,28612,368,2015-06-26,Mylavaram,Mylavaram,Velvadam
20545,28614,471,2015-06-15,Jaggaiahpeta,Penuganchiprolu,Gummadiduru
20546,28615,345,2015-04-06,,,
20547,28615,389,2015-05-06,,,
20548,28616,276,2015-05-28,Mylavaram,Reddygudem,Moddulaparva
20549,28616,497,2015-06-23,Jaggaiahpeta,Penuganchiprolu,Penuganchiprolu
20550,28619,300,2015-05-28,Nandigama,Nandigama,Kethaveerunipadu
20551,28620,490,2015-03-06,,,
20552,28620,21,2015-06-26,Nandigama,Veerullapadu,G.Madhavaram
20553,28628,435,2015-04-06,,,
20554,28629,197,2015-05-24,Mylavaram,G. Konduru,Gangineni palem
20555,28629,289,2015-03-06,,,
20556,28629,10,2015-06-24,Nandigama,Kanchikacherla,Gottimukkala
20557,28630,287,2015-06-07,Mylavaram,Reddygudem,kudapa
20558,28633,79,2015-06-25,Mylavaram,Ibrahimpatnam,Kotikalapudi
20559,28637,379,2015-01-07,,,
20560,28638,298,2015-06-15,Nandigama,Nandigama,Ambarupeta
20561,28640,430,2015-04-07,,,
20562,28642,378,2015-07-07,Mylavaram,Mylavaram,mylavaram
20563,28645,283,2015-01-06,,,
20564,28645,175,2015-06-27,Mylavaram,G. Konduru,Kavuluru
20565,28646,401,2015-05-23,Tiruvuru,A.Konduru,kummarikuntla
20566,28646,179,2015-06-23,Mylavaram,G. Konduru,Gaddamanugu
20567,28646,464,2015-01-07,,,
20568,28647,478,2015-10-07,,,
20569,28647,305,2015-12-07,,,
20570,28649,230,2015-12-06,,,
20571,28651,373,2015-05-27,,,
20572,28651,476,2015-06-24,Jaggaiahpeta,Penuganchiprolu,Anigallapadu
20573,28654,309,2015-06-07,Jaggaiahpeta,Nadigama,Ramireddy palli
20574,28655,99,2015-05-28,Mylavaram,Vijayawada (R),paidurpadu
20575,28659,362,2015-03-07,,,
20576,28660,365,2015-07-07,Mylavaram,Mylavaram,mylavaram
20577,28661,2,2015-05-31,Nandigama,Chanderlapadu,Kandrapadu
20578,28662,124,2015-06-21,Jaggaiahpeta,Vatsavai,Kanneveedu
20579,28663,177,2015-08-07,,,
20580,28664,465,2015-10-06,,,
20581,28666,384,2015-02-07,,,
20582,28669,354,2015-06-13,Mylavaram,Mylavaram,Chandragudem
20583,28669,37,2015-10-06,,,
20584,28669,181,2015-07-07,Mylavaram,G. Konduru,Velagaleru
20585,28671,253,2015-07-18,Mylavaram,Ibrahimpatnam,Kondapalli
20586,28673,28,2015-06-25,Tiruvuru,Gampalagudem,TUNIKIPADU
20587,28674,6,2015-08-06,,,
20588,28675,471,2015-06-15,Jaggaiahpeta,Penuganchiprolu,Gummadiduru
20589,28676,401,2015-03-07,,,
20590,28680,275,2015-06-26,Mylavaram,Mylavaram,pullur
20591,28681,277,2015-06-13,Mylavaram,Reddygudem,kudapa
20592,28681,329,2015-05-07,,,
20593,28684,455,2015-05-26,Tiruvuru,Gampalagudem,ANUMULLANKA
20594,28684,172,2015-06-18,Mylavaram,G. Konduru,Kavuluru
20595,28686,52,2015-05-28,Mylavaram,Ibrahimpatnam,Kethanakonda
20596,28689,281,2015-03-07,,,
20597,28691,358,2015-05-27,Mylavaram,Mylavaram,Pondugala
20598,28695,7,2015-06-15,Tiruvuru,Vissannapeta,Putrela
20599,28698,427,2015-05-30,Tiruvuru,Vissannapeta,Kondaparava
20600,28700,441,2015-03-07,,,
20601,28700,316,2015-07-17,Nandigama,Veerullapadu,Alluru
20602,28701,335,2015-06-06,Tiruvuru,Tiruvuru,Mallela
20603,28702,270,2015-06-17,Mylavaram,Reddygudem,Reddygudem
20604,28703,365,2015-03-06,,,
20605,28703,471,2015-06-23,Jaggaiahpeta,Penuganchiprolu,Penuganchiprolu
20606,28703,37,2015-06-23,Nandigama,Veerullapadu,G.Madhavaram
20607,28706,95,2015-05-25,Jaggaiahpeta,Vatsavai,Gangavelli
20608,28707,275,2015-05-24,Mylavaram,Mylavaram,Pondugala
20609,28707,352,2015-05-29,Mylavaram,Mylavaram,Morsumalli
20610,28708,94,2015-05-25,,,
20611,28708,52,2015-06-19,Mylavaram,Ibrahimpatnam,Kachavaram
20612,28709,282,2015-06-15,Mylavaram,Reddygudem,Muchanapalli
20613,28710,28,2015-06-26,Tiruvuru,Gampalagudem,TUNIKIPADU
20614,28711,273,2015-06-24,Mylavaram,Reddygudem,Reddygudem
20615,28712,432,2015-06-25,Nandigama,Veerullapadu,Jujjuru
20616,28713,361,2015-06-25,Mylavaram,Mylavaram,Velvadam
20617,28714,76,2015-06-13,Mylavaram,Ibrahimpatnam,Kotikalapudi
20618,28719,294,2015-05-29,Jaggaiahpeta,Nadigama,Domaluru
20619,28721,447,2015-06-06,Tiruvuru,Gampalagudem,AMMIREDDYGUDEM
20620,28722,237,2015-06-16,Jaggaiahpeta,Jaggaiahpeta,Gandrai
20621,28722,380,2015-07-25,,,
20622,28723,287,2015-06-29,,,
20623,28725,249,2015-06-15,Jaggaiahpeta,Jaggaiahpeta,S M Peta
20624,28726,257,2015-06-26,Jaggaiahpeta,Vatsavai,Magollu
20625,28729,14,2015-06-15,Tiruvuru,Vissannapeta,Narasapuram
20626,28730,139,2015-06-23,Jaggaiahpeta,Vatsavai,Kanneveedu
20627,28732,447,2015-02-06,,,
20628,28732,126,2015-10-06,,,
20629,28732,26,2015-05-28,Tiruvuru,Gampalagudem,KANUMURU
20630,28733,278,2015-05-28,Mylavaram,Reddygudem,Narukullapadu
20631,28733,218,2015-11-06,,,
20632,28733,150,2015-07-07,Nandigama,Veerullapadu,Jayanthi
20633,28734,341,2015-08-06,,,
20634,28734,222,2015-06-26,Nandigama,Kanchikacherla,Moguluru
20635,28735,197,2015-07-25,Mylavaram,Ibrahimpatnam,Kondapalli
20636,28737,400,2015-06-18,Tiruvuru,A.Konduru,Cheemalapadu
20637,28739,222,2015-07-15,Nandigama,Kanchikacherla,Kanchikacherla
20638,28740,288,2015-06-30,,,
20639,28743,301,2015-05-24,Nandigama,Nandigama,Kethaveerunipadu
20640,28745,230,2015-05-06,,,
20641,28746,172,2015-02-06,,,
20642,28748,454,2015-06-24,Tiruvuru,Gampalagudem,GAMPALAGUDEM
20643,28751,429,2015-06-16,Nandigama,Chanderlapadu,Kodavatikallu
20644,28751,213,2015-08-07,,,
20645,28752,399,2015-05-26,Tiruvuru,A.Konduru,Marepalli
20646,28753,140,2015-06-28,Jaggaiahpeta,Vatsavai,Polampalli
20647,28754,188,2015-07-06,Mylavaram,G. Konduru,H.Muthalampadu
20648,28754,459,2015-10-06,,,
20649,28755,297,2015-06-07,Nandigama,Nandigama,Aithavaram
20650,28756,26,2015-11-07,,,
20651,28757,380,2015-06-28,Mylavaram,Mylavaram,Chandragudem
20652,28759,186,2015-06-26,Mylavaram,G. Konduru,Velaturu
20653,28763,264,2015-05-31,Mylavaram,Reddygudem,Moddulaparva
20654,28763,485,2015-05-30,,,
20655,28765,467,2015-06-15,Tiruvuru,Gampalagudem,GULLAPUDI
20656,28767,350,2015-05-23,,,
20657,28768,480,2015-11-06,,,
20658,28768,6,2015-05-07,,,
20659,28768,449,2015-07-07,Tiruvuru,Gampalagudem,VUTUKURU
20660,28769,35,2015-10-06,,,
20661,28769,459,2015-08-07,,,
20662,28770,112,2015-09-06,,,
20663,28770,322,2015-06-19,Tiruvuru,Tiruvuru,Kakarla
20664,28771,361,2015-05-19,Mylavaram,Mylavaram,Tholukodu
20665,28771,61,2015-06-15,Mylavaram,Ibrahimpatnam,GunTupalli
20666,28772,216,2015-11-07,,,
20667,28774,490,2015-05-29,Jaggaiahpeta,Penuganchiprolu,Venganaikunipalem
20668,28775,226,2015-07-16,Nandigama,Kanchikacherla,Kanchikacherla
20669,28775,39,2015-07-19,Nandigama,Veerullapadu,Peddapuram
20670,28776,182,2015-05-27,Mylavaram,G. Konduru,Gangineni palem
20671,28777,409,2015-06-17,Tiruvuru,A.Konduru,Ramachandrapuram
20672,28777,205,2015-09-07,,,
20673,28778,327,2015-05-23,Tiruvuru,Tiruvuru,Vamakuntla
20674,28779,282,2015-04-06,,,
20675,28781,234,2015-05-27,Nandigama,Chanderlapadu,Popuru
20676,28783,52,2015-06-25,,,
20677,28784,305,2015-05-26,Nandigama,Nandigama,Kammavaripalem
20678,28784,25,2015-03-06,,,
20679,28784,303,2015-06-23,Nandigama,Nandigama,Lingalapadu
20680,28785,21,2015-08-07,,,
20681,28790,305,2015-06-30,Nandigama,Nandigama,Peddavaram
20682,28790,269,2015-10-07,,,
20683,28792,153,2015-05-26,Jaggaiahpeta,Jaggaiahpeta,Jayanthipuram
20684,28792,30,2015-06-27,,,
20685,28793,68,2015-03-06,,,
20686,28794,308,2015-09-06,,,
20687,28794,306,2015-06-19,Jaggaiahpeta,Nadigama,Jonnalagadda
20688,28795,1,2015-05-06,,,
20689,28796,375,2015-06-23,Mylavaram,Mylavaram,Chandragudem
20690,28799,470,2015-05-28,Tiruvuru,Gampalagudem,PEDAKOMERA
20691,28799,244,2015-05-29,Jaggaiahpeta,Jaggaiahpeta,Jayanthipuram
20692,28799,210,2015-06-24,Nandigama,Kanchikacherla,Gottimukkala
20693,28799,230,2015-07-16,Nandigama,Kanchikacherla,Kanchikacherla
20694,28802,11,2015-06-26,Tiruvuru,Vissannapeta,Korlamanda
20695,28802,316,2015-07-20,Nandigama,Veerullapadu,Alluru
20696,28803,461,2015-05-28,Tiruvuru,Gampalagudem,PEDAKOMERA
20697,28803,194,2015-04-06,,,
20698,28804,255,2015-06-13,Jaggaiahpeta,Jaggaiahpeta,K.Agraharam
20699,28804,150,2015-11-07,,,
20700,28806,444,2015-06-26,Tiruvuru,Gampalagudem,UMMADADEVARAPALLI
20701,28807,294,2015-06-30,Jaggaiahpeta,Nadigama,Gollamudi
20702,28808,114,2015-10-06,,,
20703,28809,205,2015-06-15,,,
20704,28811,242,2015-05-30,Jaggaiahpeta,Jaggaiahpeta,Malkapuram
20705,28812,222,2015-07-21,Nandigama,Kanchikacherla,Kanchikacherla
20706,28815,490,2015-03-06,,,
20707,28816,335,2015-06-23,Tiruvuru,Tiruvuru,Kokilampadu
20708,28818,164,2015-06-24,Jaggaiahpeta,Jaggaiahpeta,Govrawaram
20709,28821,76,2015-05-26,Mylavaram,Ibrahimpatnam,Damuluru
20710,28821,12,2015-05-29,Tiruvuru,Vissannapeta,Kondaparava
20711,28822,400,2015-01-06,,,
20712,28822,43,2015-03-07,,,
20713,28823,180,2015-05-25,Mylavaram,G. Konduru,Gangineni palem
20714,28823,117,2015-07-19,Jaggaiahpeta,Vatsavai,Vatsavai
20715,28824,177,2015-06-07,Mylavaram,G. Konduru,Kattubadipalem
20716,28825,485,2015-06-20,Jaggaiahpeta,Penuganchiprolu,Penuganchiprolu
20717,28826,454,2015-06-13,Tiruvuru,Gampalagudem,VINAGADAPA
20718,28827,6,2015-06-24,,,
20719,28827,68,2015-09-07,,,
20720,28828,205,2015-06-24,Nandigama,Kanchikacherla,Keesara
20721,28829,123,2015-12-06,,,
20722,28830,62,2015-06-13,Mylavaram,Ibrahimpatnam,GunTupalli
20723,28832,160,2015-06-28,Jaggaiahpeta,Jaggaiahpeta,Govrawaram
20724,28833,130,2015-06-25,Jaggaiahpeta,Vatsavai,Polampalli
20725,28838,126,2015-11-06,,,
20726,28838,422,2015-06-22,Tiruvuru,Vissannapeta,Tatakuntla
20727,28839,20,2015-04-06,,,
20728,28839,221,2015-09-06,,,
20729,28843,184,2015-05-26,Mylavaram,G. Konduru,Kandulapadu
20730,28847,428,2015-07-20,Nandigama,Veerullapadu,Peddapuram
20731,28849,302,2015-06-23,Jaggaiahpeta,Nadigama,Rudravaram
20732,28851,205,2015-06-24,Nandigama,Kanchikacherla,Keesara
20733,28852,451,2015-08-06,,,
20734,28852,192,2015-12-06,,,
20735,28855,437,2015-05-27,Tiruvuru,Vissannapeta,Vemireddipalli
20736,28855,426,2015-06-24,Nandigama,Veerullapadu,Konathalapalli
20737,28860,191,2015-05-25,Mylavaram,G. Konduru,Venkatapuram
20738,28861,354,2015-05-20,Mylavaram,Mylavaram,Ganapavaram
20739,28861,364,2015-08-06,,,
20740,28861,281,2015-06-19,Mylavaram,Reddygudem,Reddygudem
20741,28861,91,2015-06-19,Mylavaram,Ibrahimpatnam,Kachavaram
20742,28862,491,2015-06-25,Jaggaiahpeta,Penuganchiprolu,Penuganchiprolu
20743,28862,457,2015-11-07,,,
20744,28866,396,2015-12-06,,,
20745,28866,381,2015-03-07,,,
20746,28866,356,2015-11-07,,,
20747,28867,381,2015-06-25,Tiruvuru,A.Konduru,Madhavaram
20748,28867,386,2015-06-27,Tiruvuru,A.Konduru,Khampampadu
20749,28867,111,2015-07-14,Jaggaiahpeta,Vatsavai,Makkapeta
20750,28868,254,2015-07-07,Nandigama,Chanderlapadu,Muppalla
20751,28870,364,2015-06-30,Mylavaram,Mylavaram,pullur
20752,28871,278,2015-05-28,Mylavaram,Reddygudem,Narukullapadu
20753,28871,299,2015-07-06,Jaggaiahpeta,Nadigama,Maagallu
20754,28871,351,2015-10-07,,,
20755,28875,32,2015-06-23,,,
20756,28879,290,2015-05-27,Mylavaram,Reddygudem,K-Naguluru
20757,28880,415,2015-05-22,Tiruvuru,Tiruvuru,Mustikuntla
20758,28880,471,2015-03-07,,,
20759,28881,282,2015-12-06,,,
20760,28883,184,2015-06-24,Mylavaram,G. Konduru,Velaturu
20761,28884,165,2015-06-25,Nandigama,Chanderlapadu,Pokkunuru
20762,28884,207,2015-07-21,Nandigama,Kanchikacherla,Kanchikacherla
20763,28885,109,2015-06-22,Nandigama,Veerullapadu,Dodda Devara Padu
20764,28888,41,2015-05-31,Nandigama,Veerullapadu,Chennarao Palem
20765,28891,290,2015-07-17,Mylavaram,Ibrahimpatnam,Kondapalli
20766,28894,30,2015-06-07,Tiruvuru,Vissannapeta,Narasapuram
20767,28895,481,2015-06-15,Jaggaiahpeta,Penuganchiprolu,Anigallapadu
20768,28896,184,2015-06-29,Mylavaram,G. Konduru,Velaturu
20769,28899,323,2015-06-14,Tiruvuru,Tiruvuru,Vavilala
20770,28900,162,2015-03-07,,,
20771,28902,474,2015-05-24,Jaggaiahpeta,Penuganchiprolu,Venganaikunipalem
20772,28902,242,2015-07-06,Jaggaiahpeta,Vatsavai,Magollu
20773,28905,212,2015-09-07,,,
20774,28908,135,2015-04-06,,,
20775,28909,271,2015-05-30,Mylavaram,Reddygudem,K-Naguluru
20776,28909,49,2015-11-06,,,
20777,28911,366,2015-11-06,,,
20778,28914,124,2015-06-23,Jaggaiahpeta,Vatsavai,Kanneveedu
20779,28914,47,2015-07-18,Nandigama,Veerullapadu,Jayanthi
20780,28914,137,2015-07-22,Jaggaiahpeta,Vatsavai,Vatsavai
20781,28915,383,2015-12-06,,,
20782,28915,309,2015-07-22,,,
20783,28916,212,2015-07-16,Nandigama,Kanchikacherla,Kanchikacherla
20784,28917,345,2015-04-06,,,
20785,28917,61,2015-02-06,,,
20786,28917,289,2015-04-07,,,
20787,28918,430,2015-03-07,,,
20788,28923,81,2015-05-28,Mylavaram,Ibrahimpatnam,Kethanakonda
20789,28923,179,2015-01-06,,,
20790,28924,353,2015-01-07,,,
20791,28927,126,2015-05-27,Jaggaiahpeta,Vatsavai,Talluru
20792,28929,296,2015-06-28,Jaggaiahpeta,Nadigama,Konduru
20793,28930,431,2015-05-30,Tiruvuru,Vissannapeta,Kondaparava
